doc,edge_id,enhanced_signature,is_property,method_full_name,name,object_type,parameter_types,parameters_count,relationship,requires_parameters,return_type,return_type_source,signature,source,source_object,source_type,target
compressed_text,481,"(mask, column_name, value)",false,"BaseTable.set_values_by_mask","set_values_by_mask","BaseTable","{}",3,"BaseTable -> list","[""mask"", ""column_name"", ""value""]","list","docstring","(mask, column_name, value)",2,"BaseTable","BaseTable",52
"Get shape as (rows, cols)",158,"()",false,"NodesTable.shape","shape","NodesTable","{}",0,"NodesTable -> tuple","[]","tuple","test_execution","()",27,"NodesTable","NodesTable",55
compressed_text,418,"(col1, col2, method)",false,"BaseTable.corr_columns","corr_columns","BaseTable","{}",3,"BaseTable -> float","[""col1"", ""col2""]","float","docstring","(col1, col2, method=None)",2,"BaseTable","BaseTable",50
"Get all meta-nodes - delegates via Python.",61,"()",false,"Graph.meta_nodes","meta_nodes","Graph","{}",0,"Graph -> list","[]","list","test_execution","()",14,"Graph","Graph",52
"Check if an edge exists in this subgraph",281,"(edge_id)",false,"Subgraph.has_edge","has_edge","Subgraph","{}",1,"Subgraph -> Subgraph","[""edge_id""]","Subgraph","docstring","(edge_id)",36,"Subgraph","Subgraph",36
compressed_text,490,"(source_id_column: str, target_id_column: str, edge_id_column: typing.Optional[str])",false,"BaseTable.to_edges_table","to_edges_table","BaseTable","{""source_id_column"": ""str"", ""target_id_column"": ""str"", ""edge_id_column"": ""typing.Optional[str]""}",3,"BaseTable -> EdgesTable","[]","EdgesTable","signature",compressed_text,2,"BaseTable","BaseTable",12
"Export BaseTable to JSON file",491,"(path)",false,"BaseTable.to_json","to_json","BaseTable","{}",1,"BaseTable -> NoneType","[""path""]","NoneType","test_execution","(path)",2,"BaseTable","BaseTable",30
"Aggregate attribute values across nodes or edges",6,"(attribute, operation, target, _node_ids)",false,"Graph.aggregate","aggregate","Graph","{}",4,"Graph -> Unknown","[""attribute"", ""operation""]","Unknown","unknown","(attribute, operation, target=None, _node_ids=None)",14,"Graph","Graph",43
compressed_text,460,"()",false,"BaseTable.notna","notna","BaseTable","{}",0,"BaseTable -> BaseTable","[]","BaseTable","test_execution","()",2,"BaseTable","BaseTable",2
"Zero out all gradients in the computation graph",394,"()",false,"GraphMatrix.zero_grad","zero_grad","GraphMatrix","{}",0,"GraphMatrix -> Graph","[]","Graph","docstring","()",18,"GraphMatrix","GraphMatrix",14
compressed_text,570,"()",false,"BranchName.title","title","BranchName","{}",0,"BranchName -> str","[]","str","test_execution","()",4,"BranchName","BranchName",54
compressed_text,9,"(algorithm_or_pipeline, persist, return_profile)",false,"Graph.apply","apply","Graph","{}",3,"Graph -> list","[""algorithm_or_pipeline""]","list","docstring","(algorithm_or_pipeline, persist=True, return_profile=False)",14,"Graph","Graph",52
"Get unique values for an attribute",204,"(attr_name)",false,"EdgesTable.unique_attr_values","unique_attr_values","EdgesTable","{}",1,"EdgesTable -> Unknown","[""attr_name""]","Unknown","unknown","(attr_name)",12,"EdgesTable","EdgesTable",43
compressed_text,499,"(column)",false,"BaseTable.var","var","BaseTable","{}",1,"BaseTable -> Variance","[""column""]","Variance","docstring","(column)",2,"BaseTable","BaseTable",45
compressed_text,528,"(chars)",false,"AttrName.rstrip","rstrip","AttrName","{}",1,"AttrName -> str","[]","str","test_execution","(chars=None, /)",0,"AttrName","AttrName",54
"List all branches (FFI wrapper around core history system)",11,"()",false,"Graph.branches","branches","Graph","{}",0,"Graph -> list","[]","list","test_execution","()",14,"Graph","Graph",52
"Direct delegation: Apply filter to components",397,"(predicate)",false,"ComponentsArray.filter","filter","ComponentsArray","{}",1,"ComponentsArray -> ComponentsArray","[""predicate""]","ComponentsArray","test_execution","(predicate)",6,"ComponentsArray","ComponentsArray",6
"Check if node has specific attribute - delegates to PyGraphAttr",49,"(node_id, attr_name)",false,"Graph.has_node_attribute","has_node_attribute","Graph","{}",2,"Graph -> GraphAttr","[""node_id"", ""attr_name""]","GraphAttr","docstring","(node_id, attr_name)",14,"Graph","Graph",16
compressed_text,508,"()",false,"AttrName.isdecimal","isdecimal","AttrName","{}",0,"AttrName -> bool","[]","bool","test_execution","()",0,"AttrName","AttrName",47
compressed_text,511,"()",false,"AttrName.islower","islower","AttrName","{}",0,"AttrName -> bool","[]","bool","test_execution","()",0,"AttrName","AttrName",47
"Convert table to NodesAccessor by extracting node IDs from the table",133,"()",false,"GraphTable.to_nodes","to_nodes","GraphTable","{}",0,"GraphTable -> NodesAccessor","[]","NodesAccessor","docstring","()",19,"GraphTable","GraphTable",24
"Get summary information without materializing data",378,"()",false,"GraphMatrix.summary","summary","GraphMatrix","{}",0,"GraphMatrix -> str","[]","str","test_execution","()",18,"GraphMatrix","GraphMatrix",54
"Get degree for nodes - delegates via Python method call.",24,"(nodes, full_graph)",false,"Graph.degree","degree","Graph","{}",2,"Graph -> NumArray","[]","NumArray","test_execution","(nodes=None, *, full_graph=False)",14,"Graph","Graph",31
"Element-wise natural logarithm",344,"()",false,"GraphMatrix.log","log","GraphMatrix","{}",0,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","()",18,"GraphMatrix","GraphMatrix",18
compressed_text,498,"(column, sort, ascending, dropna)",false,"BaseTable.value_counts","value_counts","BaseTable","{}",4,"BaseTable -> Table","[""column""]","Table","docstring","(column, sort=None, ascending=None, dropna=None)",2,"BaseTable","BaseTable",38
"Check if edge exists between two nodes",282,"(source, target)",false,"Subgraph.has_edge_between","has_edge_between","Subgraph","{}",2,"Subgraph -> Unknown","[""source"", ""target""]","Unknown","unknown","(source, target)",36,"Subgraph","Subgraph",43
compressed_text,227,"()",false,"NumArray.notna","notna","NumArray","{}",0,"NumArray -> NumArray","[]","NumArray","test_execution","()",31,"NumArray","NumArray",31
compressed_text,459,"(n, column_name)",false,"BaseTable.nlargest","nlargest","BaseTable","{}",2,"BaseTable -> float","[""n"", ""column_name""]","float","docstring","(n, column_name)",2,"BaseTable","BaseTable",50
compressed_text,552,"()",false,"BranchName.istitle","istitle","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
"Placeholder for scalar operations",367,"(scalar)",false,"GraphMatrix.scalar_multiply","scalar_multiply","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""scalar""]","Unknown","unknown","(scalar)",18,"GraphMatrix","GraphMatrix",43
compressed_text,550,"()",false,"BranchName.isprintable","isprintable","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
"Global sum of all elements in the matrix",376,"()",false,"GraphMatrix.sum","sum","GraphMatrix","{}",0,"GraphMatrix -> float","[]","float","test_execution","()",18,"GraphMatrix","GraphMatrix",50
"QR decomposition: A = Q * R
Returns tuple of (Q, R) where Q is orthogonal and R is upper triangular",360,"()",false,"GraphMatrix.qr_decomposition","qr_decomposition","GraphMatrix","{}",0,"GraphMatrix -> tuple","[]","tuple","test_execution","()",18,"GraphMatrix","GraphMatrix",55
"Calculate variance",235,"()",false,"NumArray.var","var","NumArray","{}",0,"NumArray -> float","[]","float","test_execution","()",31,"NumArray","NumArray",50
"Get number of columns (max of nodes and edges)",125,"()",false,"GraphTable.ncols","ncols","GraphTable","{}",0,"GraphTable -> int","[]","int","test_execution","()",19,"GraphTable","GraphTable",51
"Calculate standard deviation",230,"()",false,"NumArray.std","std","NumArray","{}",0,"NumArray -> float","[]","float","test_execution","()",31,"NumArray","NumArray",50
compressed_text,327,"()",false,"GraphMatrix.flatten","flatten","GraphMatrix","{}",0,"GraphMatrix -> NumArray","[]","NumArray","test_execution","()",18,"GraphMatrix","GraphMatrix",31
"Direct delegation: Apply table() to each component and return PyTableArray",402,"()",false,"ComponentsArray.table","table","ComponentsArray","{}",0,"ComponentsArray -> TableArray","[]","TableArray","test_execution","()",6,"ComponentsArray","ComponentsArray",39
"Calculate the L1 norm (sum of absolute values) of the matrix",356,"()",false,"GraphMatrix.norm_l1","norm_l1","GraphMatrix","{}",0,"GraphMatrix -> float","[]","float","test_execution","()",18,"GraphMatrix","GraphMatrix",50
"Check if an edge exists in the graph - DELEGATED  ",44,"(edge_id)",false,"Graph.has_edge","has_edge","Graph","{}",1,"Graph -> Graph","[""edge_id""]","Graph","docstring","(edge_id)",14,"Graph","Graph",14
"Get connected components within this subgraph (lazy array)",266,"()",false,"Subgraph.connected_components","connected_components","Subgraph","{}",0,"Subgraph -> ComponentsArray","[]","ComponentsArray","test_execution","()",36,"Subgraph","Subgraph",6
compressed_text,483,"(column, periods, fill_value)",false,"BaseTable.shift","shift","BaseTable","{}",3,"BaseTable -> float","[""column"", ""periods""]","float","docstring","(column, periods, fill_value=None)",2,"BaseTable","BaseTable",50
compressed_text,127,"(bundle_path)",false,"GraphTable.save_bundle","save_bundle","GraphTable","{}",1,"GraphTable -> GraphTable","[""bundle_path""]","GraphTable","docstring","(bundle_path)",19,"GraphTable","GraphTable",19
compressed_text,103,"(attr_names)",false,"NodesAccessor.group_by","group_by","NodesAccessor","{}",1,"NodesAccessor -> SubgraphArray","[""attr_names""]","SubgraphArray","test_execution","(attr_names)",24,"NodesAccessor","NodesAccessor",37
"Import EdgesTable from CSV file (must contain edge_id, source, target columns)",178,"(path)",false,"EdgesTable.from_csv","from_csv","EdgesTable","{}",1,"EdgesTable -> EdgesTable","[""path""]","EdgesTable","docstring","(path)",12,"EdgesTable","EdgesTable",12
compressed_text,475,"(column, window, operation)",false,"BaseTable.rolling","rolling","BaseTable","{}",3,"BaseTable -> BaseArray","[""column"", ""window"", ""operation""]","BaseArray","docstring","(column, window, operation)",2,"BaseTable","BaseTable",1
"Matrix power - raise matrix to integer power
Returns: new GraphMatrix that is self^n",358,"(n)",false,"GraphMatrix.power","power","GraphMatrix","{}",1,"GraphMatrix -> int","[""n""]","int","docstring","(n)",18,"GraphMatrix","GraphMatrix",51
"Set operations - merge, intersect, subtract (placeholders)",291,"(_other)",false,"Subgraph.merge_with","merge_with","Subgraph","{}",1,"Subgraph -> Unknown","[""_other""]","Unknown","unknown","(_other)",36,"Subgraph","Subgraph",43
"Return a copy of the string converted to lowercase.",556,"()",false,"BranchName.lower","lower","BranchName","{}",0,"BranchName -> str","[]","str","test_execution","()",4,"BranchName","BranchName",54
"Build a temporal snapshot at or before the provided timestamp (seconds since epoch).",84,"(timestamp)",false,"Graph.snapshot_at_timestamp","snapshot_at_timestamp","Graph","{}",1,"Graph -> Unknown","[""timestamp""]","Unknown","unknown","(timestamp)",14,"Graph","Graph",43
"Filter nodes using the same syntax as graph.filter_nodes and return a subgraph",101,"(filter)",false,"NodesAccessor.filter","filter","NodesAccessor","{}",1,"NodesAccessor -> Subgraph","[""filter""]","Subgraph","test_execution","(filter)",24,"NodesAccessor","NodesAccessor",36
"Get the last NodesAccessor  ",212,"()",false,"NodesArray.last","last","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","test_execution","()",25,"NodesArray","NodesArray",24
"Return a version of the string suitable for caseless comparisons.",501,"()",false,"AttrName.casefold","casefold","AttrName","{}",0,"AttrName -> str","[]","str","test_execution","()",0,"AttrName","AttrName",54
"Check if has meta-nodes - delegates via Python.",47,"()",false,"Graph.has_meta_nodes","has_meta_nodes","Graph","{}",0,"Graph -> bool","[]","bool","test_execution","()",14,"Graph","Graph",47
"Get reference to underlying BaseTable",137,"()",false,"NodesTable.base_table","base_table","NodesTable","{}",0,"NodesTable -> BaseTable","[]","BaseTable","test_execution","()",27,"NodesTable","NodesTable",2
"Check if empty",221,"()",false,"NumArray.is_empty","is_empty","NumArray","{}",0,"NumArray -> bool","[]","bool","test_execution","()",31,"NumArray","NumArray",47
"Create an identity matrix with specified size",338,"(size)",false,"GraphMatrix.identity","identity","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""size""]","Matrix","docstring","(size)",18,"GraphMatrix","GraphMatrix",20
compressed_text,238,"()",false,"SubgraphArray.edges_table","edges_table","SubgraphArray","{}",0,"SubgraphArray -> TableArray","[]","TableArray","test_execution","()",37,"SubgraphArray","SubgraphArray",39
"Check whether the matrix contains any rows or columns",340,"()",false,"GraphMatrix.is_empty","is_empty","GraphMatrix","{}",0,"GraphMatrix -> bool","[]","bool","test_execution","()",18,"GraphMatrix","GraphMatrix",47
"Check if the array is empty",253,"()",false,"TableArray.is_empty","is_empty","TableArray","{}",0,"TableArray -> bool","[]","bool","test_execution","()",39,"TableArray","TableArray",47
"Check whether both node and edge tables are empty",122,"()",false,"GraphTable.is_empty","is_empty","GraphTable","{}",0,"GraphTable -> bool","[]","bool","test_execution","()",19,"GraphTable","GraphTable",47
compressed_text,381,"(reps)",false,"GraphMatrix.tile","tile","GraphMatrix","{}",1,"GraphMatrix -> float","[""reps""]","float","docstring","(reps)",18,"GraphMatrix","GraphMatrix",50
compressed_text,457,"(column)",false,"BaseTable.median","median","BaseTable","{}",1,"BaseTable -> Median","[""column""]","Median","docstring","(column)",2,"BaseTable","BaseTable",21
compressed_text,458,"(value_vars, var_name, value_name)",false,"BaseTable.melt","melt","BaseTable","{}",3,"BaseTable -> Unpivoted","[""value_vars""]","Unpivoted","docstring","(value_vars, var_name=None, value_name=None)",2,"BaseTable","BaseTable",44
compressed_text,384,"()",false,"GraphMatrix.to_dict","to_dict","GraphMatrix","{}",0,"GraphMatrix -> dict","[]","dict","test_execution","()",18,"GraphMatrix","GraphMatrix",49
compressed_text,436,"(predicate)",false,"BaseTable.filter","filter","BaseTable","{}",1,"BaseTable -> BaseTable","[""predicate""]","BaseTable","test_execution","(predicate)",2,"BaseTable","BaseTable",2
compressed_text,469,"(column, q, interpolation)",false,"BaseTable.quantile","quantile","BaseTable","{}",3,"BaseTable -> list","[""column"", ""q""]","list","docstring","(column, q, interpolation=None)",2,"BaseTable","BaseTable",52
"Direct delegation: Apply neighborhood() to each component and return PySubgraphArray",399,"()",false,"ComponentsArray.neighborhood","neighborhood","ComponentsArray","{}",0,"ComponentsArray -> SubgraphArray","[]","SubgraphArray","test_execution","()",6,"ComponentsArray","ComponentsArray",37
compressed_text,147,"()",false,"NodesTable.interactive","interactive","NodesTable","{}",0,"NodesTable -> str","[]","str","test_execution","()",27,"NodesTable","NodesTable",54
"Check if a node exists in the graph - DELEGATED",48,"(node_id)",false,"Graph.has_node","has_node","Graph","{}",1,"Graph -> Graph","[""node_id""]","Graph","docstring","(node_id)",14,"Graph","Graph",14
"Get a single node attribute value",279,"(node_id, attr_name)",false,"Subgraph.get_node_attribute","get_node_attribute","Subgraph","{}",2,"Subgraph -> Unknown","[""node_id"", ""attr_name""]","Unknown","unknown","(node_id, attr_name)",36,"Subgraph","Subgraph",43
"Check if there are uncommitted changes (FFI wrapper around core history system)",51,"()",false,"Graph.has_uncommitted_changes","has_uncommitted_changes","Graph","{}",0,"Graph -> bool","[]","bool","test_execution","()",14,"Graph","Graph",47
"Find the maximum value",224,"()",false,"NumArray.max","max","NumArray","{}",0,"NumArray -> float","[]","float","test_execution","()",31,"NumArray","NumArray",50
"Convert uppercase characters to lowercase and lowercase characters to uppercase.",532,"()",false,"AttrName.swapcase","swapcase","AttrName","{}",0,"AttrName -> str","[]","str","test_execution","()",0,"AttrName","AttrName",54
"Create induced subgraph from list of nodes.",55,"(nodes)",false,"Graph.induced_subgraph","induced_subgraph","Graph","{}",1,"Graph -> list","[""nodes""]","list","docstring","(nodes)",14,"Graph","Graph",52
compressed_text,326,"(condition)",false,"GraphMatrix.filter","filter","GraphMatrix","{}",1,"GraphMatrix -> GraphMatrix","[""condition""]","GraphMatrix","test_execution","(condition)",18,"GraphMatrix","GraphMatrix",18
"Get source node IDs",197,"()",false,"EdgesTable.sources","sources","EdgesTable","{}",0,"EdgesTable -> NumArray","[]","NumArray","test_execution","()",12,"EdgesTable","EdgesTable",31
"Get neighbors of a node within the subgraph",294,"(node_id)",false,"Subgraph.neighbors","neighbors","Subgraph","{}",1,"Subgraph -> Subgraph","[""node_id""]","Subgraph","docstring","(node_id)",36,"Subgraph","Subgraph",36
compressed_text,412,"(func, result_name)",false,"BaseTable.apply_to_rows","apply_to_rows","BaseTable","{}",2,"BaseTable -> int","[""func""]","int","docstring","(func, result_name=None)",2,"BaseTable","BaseTable",51
"Auto-assign edge IDs for null values (useful for meta nodes and imported data)",118,"()",false,"GraphTable.auto_assign_edge_ids","auto_assign_edge_ids","GraphTable","{}",0,"GraphTable -> GraphTable","[]","GraphTable","test_execution","()",19,"GraphTable","GraphTable",19
"Return a copy of the string converted to lowercase.",519,"()",false,"AttrName.lower","lower","AttrName","{}",0,"AttrName -> str","[]","str","test_execution","()",0,"AttrName","AttrName",54
"Get historical view at specific commit (FFI wrapper around core history system)",53,"(commit_id)",false,"Graph.historical_view","historical_view","Graph","{}",1,"Graph -> Commit","[""commit_id""]","Commit","docstring","(commit_id)",14,"Graph","Graph",5
"Maximum along specified axis (0=rows, 1=columns)",348,"(axis)",false,"GraphMatrix.max_axis","max_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","unknown","(axis)",18,"GraphMatrix","GraphMatrix",43
"Check if this subgraph contains nodes that are meta-nodes",283,"()",false,"Subgraph.has_meta_nodes","has_meta_nodes","Subgraph","{}",0,"Subgraph -> bool","[]","bool","test_execution","()",36,"Subgraph","Subgraph",47
compressed_text,580,"()",false,"NodeId.bit_length","bit_length","NodeId","{}",0,"NodeId -> int","[]","int","test_execution","()",23,"NodeId","NodeId",51
"Get column as raw BaseArray (always returns BaseArray regardless of type)",442,"(column_name)",false,"BaseTable.get_column_raw","get_column_raw","BaseTable","{}",1,"BaseTable -> BaseArray","[""column_name""]","BaseArray","test_execution","(column_name)",2,"BaseTable","BaseTable",1
"Get child meta-nodes - delegates via Python.",15,"()",false,"Graph.child_meta_nodes","child_meta_nodes","Graph","{}",0,"Graph -> list","[]","list","test_execution","()",14,"Graph","Graph",52
"ReLU activation applied to matrix
Implements: matrix.relu()",362,"()",false,"GraphMatrix.relu","relu","GraphMatrix","{}",0,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","()",18,"GraphMatrix","GraphMatrix",18
"Check if the graph is connected (delegates to subgraph implementation)",57,"()",false,"Graph.is_connected","is_connected","Graph","{}",0,"Graph -> bool","[]","bool","test_execution","()",14,"Graph","Graph",47
"Element-wise exponential (e^x)",325,"()",false,"GraphMatrix.exp","exp","GraphMatrix","{}",0,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","()",18,"GraphMatrix","GraphMatrix",18
compressed_text,43,"(attribute, aggregation_attr, operation)",false,"Graph.group_nodes_by_attribute","group_nodes_by_attribute","Graph","{}",3,"Graph -> Graph","[""attribute"", ""aggregation_attr"", ""operation""]","Graph","docstring","(attribute, aggregation_attr, operation)",14,"Graph","Graph",14
"Check if the array is empty",241,"()",false,"SubgraphArray.is_empty","is_empty","SubgraphArray","{}",0,"SubgraphArray -> bool","[]","bool","test_execution","()",37,"SubgraphArray","SubgraphArray",47
"Create a zero matrix with specified dimensions and type",395,"(rows, cols, dtype)",false,"GraphMatrix.zeros","zeros","GraphMatrix","{}",3,"GraphMatrix -> Matrix","[""rows"", ""cols""]","Matrix","docstring","(rows, cols, dtype=None)",18,"GraphMatrix","GraphMatrix",20
"Checkout a branch (FFI wrapper around core history system)",14,"(branch_name)",false,"Graph.checkout_branch","checkout_branch","Graph","{}",1,"Graph -> Unknown","[""branch_name""]","Unknown","unknown","(branch_name)",14,"Graph","Graph",43
compressed_text,445,"(group_cols, agg_specs)",false,"BaseTable.group_by_agg","group_by_agg","BaseTable","{}",2,"BaseTable -> dict","[""group_cols"", ""agg_specs""]","dict","docstring","(group_cols, agg_specs)",2,"BaseTable","BaseTable",49
compressed_text,578,"(length, byteorder, signed)",false,"EdgeId.to_bytes","to_bytes","EdgeId","{}",3,"EdgeId -> list","[""length"", ""byteorder""]","list","docstring","(length, byteorder, *, signed=False)",9,"EdgeId","EdgeId",52
"Set multiple edge attributes (bulk operation) - delegates to accessor  ",300,"(attrs_dict)",false,"Subgraph.set_edge_attrs","set_edge_attrs","Subgraph","{}",1,"Subgraph -> Unknown","[""attrs_dict""]","Unknown","unknown","(attrs_dict)",36,"Subgraph","Subgraph",43
"Get number of columns",189,"()",false,"EdgesTable.ncols","ncols","EdgesTable","{}",0,"EdgesTable -> int","[]","int","test_execution","()",12,"EdgesTable","EdgesTable",51
compressed_text,420,"(col1, col2, ddof)",false,"BaseTable.cov_columns","cov_columns","BaseTable","{}",3,"BaseTable -> float","[""col1"", ""col2""]","float","docstring","(col1, col2, ddof=None)",2,"BaseTable","BaseTable",50
compressed_text,565,"(chars)",false,"BranchName.rstrip","rstrip","BranchName","{}",1,"BranchName -> str","[]","str","test_execution","(chars=None, /)",4,"BranchName","BranchName",54
"Set bulk edge attributes - delegates to PyGraphAttrMut",78,"(attrs_dict)",false,"Graph.set_edge_attrs","set_edge_attrs","Graph","{}",1,"Graph -> GraphAttrMut","[""attrs_dict""]","GraphAttrMut","docstring","(attrs_dict)",14,"Graph","Graph",17
"",4,"(data, uid_key)",false,"Graph.add_nodes","add_nodes","Graph","{}",2,"Graph -> Unknown","[""data""]","Unknown","unknown","(data, uid_key=None)",14,"Graph","Graph",43
compressed_text,182,"(columns)",false,"EdgesTable.group_by","group_by","EdgesTable","{}",1,"EdgesTable -> list","[""columns""]","list","docstring","(columns)",12,"EdgesTable","EdgesTable",52
"Convert to a new independent graph",308,"()",false,"Subgraph.to_graph","to_graph","Subgraph","{}",0,"Subgraph -> Graph","[]","Graph","test_execution","()",36,"Subgraph","Subgraph",14
"Get neighbors of nodes - delegates to PyGraphAnalysis helper",63,"(nodes)",false,"Graph.neighbors","neighbors","Graph","{}",1,"Graph -> GraphAnalysis","[]","GraphAnalysis","docstring","(nodes=None)",14,"Graph","Graph",15
compressed_text,365,"(new_rows, new_cols)",false,"GraphMatrix.reshape","reshape","GraphMatrix","{}",2,"GraphMatrix -> Matrix","[""new_rows"", ""new_cols""]","Matrix","docstring","(new_rows, new_cols)",18,"GraphMatrix","GraphMatrix",20
compressed_text,517,"(iterable)",false,"AttrName.join","join","AttrName","{}",1,"AttrName -> str","[""iterable""]","str","docstring","(iterable, /)",0,"AttrName","AttrName",54
"Get the number of edges in the graph - DELEGATED",28,"()",false,"Graph.edge_count","edge_count","Graph","{}",0,"Graph -> int","[]","int","test_execution","()",14,"Graph","Graph",51
compressed_text,438,"(data)",false,"BaseTable.from_dict","from_dict","BaseTable","{}",1,"BaseTable -> dict","[""data""]","dict","docstring","(data)",2,"BaseTable","BaseTable",49
"Create matrix from graph attributes",331,"(_graph, _attrs, _entities)",false,"GraphMatrix.from_graph_attributes","from_graph_attributes","GraphMatrix","{}",3,"GraphMatrix -> Graph","[""_graph"", ""_attrs"", ""_entities""]","Graph","docstring","(_graph, _attrs, _entities)",18,"GraphMatrix","GraphMatrix",14
"Get hierarchy level - delegates via Python.",52,"()",false,"Graph.hierarchy_level","hierarchy_level","Graph","{}",0,"Graph -> Unknown","[]","Unknown","unknown","()",14,"Graph","Graph",43
"Set single edge attribute - delegates to PyGraphAttrMut",77,"(edge, attr, value)",false,"Graph.set_edge_attr","set_edge_attr","Graph","{}",3,"Graph -> GraphAttrMut","[""edge"", ""attr"", ""value""]","GraphAttrMut","docstring","(edge, attr, value)",14,"Graph","Graph",17
compressed_text,485,"(column, ascending)",false,"BaseTable.sort_by","sort_by","BaseTable","{}",2,"BaseTable -> BaseTable","[""column""]","BaseTable","docstring","(column, ascending=True)",2,"BaseTable","BaseTable",2
compressed_text,464,"(column, periods)",false,"BaseTable.pct_change","pct_change","BaseTable","{}",2,"BaseTable -> float","[""column""]","float","docstring","(column, periods=None)",2,"BaseTable","BaseTable",50
compressed_text,562,"(width, fillchar)",false,"BranchName.rjust","rjust","BranchName","{}",2,"BranchName -> str","[""width""]","str","docstring","(width, fillchar=' ', /)",4,"BranchName","BranchName",54
"Determinant calculation (for square matrices)",320,"()",false,"GraphMatrix.determinant","determinant","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","unknown","()",18,"GraphMatrix","GraphMatrix",43
compressed_text,571,"(table)",false,"BranchName.translate","translate","BranchName","{}",1,"BranchName -> dict","[""table""]","dict","docstring","(table, /)",4,"BranchName","BranchName",49
"Set single node attribute - delegates to PyGraphAttrMut",79,"(node, attr, value)",false,"Graph.set_node_attr","set_node_attr","Graph","{}",3,"Graph -> GraphAttrMut","[""node"", ""attr"", ""value""]","GraphAttrMut","docstring","(node, attr, value)",14,"Graph","Graph",17
"Get largest component without materializing others",398,"()",false,"ComponentsArray.largest_component","largest_component","ComponentsArray","{}",0,"ComponentsArray -> Subgraph","[]","Subgraph","test_execution","()",6,"ComponentsArray","ComponentsArray",36
compressed_text,424,"()",false,"BaseTable.describe","describe","BaseTable","{}",0,"BaseTable -> BaseTable","[]","BaseTable","test_execution","()",2,"BaseTable","BaseTable",2
compressed_text,361,"()",false,"GraphMatrix.rank","rank","GraphMatrix","{}",0,"GraphMatrix -> int","[]","int","test_execution","()",18,"GraphMatrix","GraphMatrix",51
"Convert uppercase characters to lowercase and lowercase characters to uppercase.",569,"()",false,"BranchName.swapcase","swapcase","BranchName","{}",0,"BranchName -> str","[]","str","test_execution","()",4,"BranchName","BranchName",54
"Check if edge exists - DELEGATED (same as has_edge)  ",21,"(edge)",false,"Graph.contains_edge","contains_edge","Graph","{}",1,"Graph -> Unknown","[""edge""]","Unknown","unknown","(edge)",14,"Graph","Graph",43
compressed_text,222,"()",false,"NumArray.isna","isna","NumArray","{}",0,"NumArray -> NumArray","[]","NumArray","test_execution","()",31,"NumArray","NumArray",31
compressed_text,297,"()",false,"Subgraph.parent_meta_node","parent_meta_node","Subgraph","{}",0,"Subgraph -> NoneType","[]","NoneType","test_execution","()",36,"Subgraph","Subgraph",30
"Get component sizes without materializing subgraphs",401,"()",false,"ComponentsArray.sizes","sizes","ComponentsArray","{}",0,"ComponentsArray -> list","[]","list","test_execution","()",6,"ComponentsArray","ComponentsArray",52
compressed_text,432,"(rows_data)",false,"BaseTable.extend","extend","BaseTable","{}",1,"BaseTable -> list","[""rows_data""]","list","docstring","(rows_data)",2,"BaseTable","BaseTable",52
compressed_text,461,"(n, column_name)",false,"BaseTable.nsmallest","nsmallest","BaseTable","{}",2,"BaseTable -> float","[""n"", ""column_name""]","float","docstring","(n, column_name)",2,"BaseTable","BaseTable",50
"Get edge attribute - delegates via Python.",36,"(edge_id, attr_name)",false,"Graph.get_edge_attribute","get_edge_attribute","Graph","{}",2,"Graph -> Unknown","[""edge_id"", ""attr_name""]","Unknown","unknown","(edge_id, attr_name)",14,"Graph","Graph",43
"Import BaseTable from JSON file",439,"(path)",false,"BaseTable.from_json","from_json","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","docstring","(path)",2,"BaseTable","BaseTable",2
"Tanh activation applied to matrix
Implements: matrix.tanh()",380,"()",false,"GraphMatrix.tanh","tanh","GraphMatrix","{}",0,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","()",18,"GraphMatrix","GraphMatrix",18
compressed_text,102,"(node_id)",false,"NodesAccessor.get_meta_node","get_meta_node","NodesAccessor","{}",1,"NodesAccessor -> Subgraph","[""node_id""]","Subgraph","docstring","(node_id)",24,"NodesAccessor","NodesAccessor",36
compressed_text,186,"(port, layout, theme, width, height)",false,"EdgesTable.interactive_viz","interactive_viz","EdgesTable","{}",5,"EdgesTable -> VizAccessor","[]","VizAccessor","test_execution","(port=None, layout=None, theme=None, width=None, height=None)",12,"EdgesTable","EdgesTable",46
"Create subgraph from list of edges",303,"(edges)",false,"Subgraph.subgraph_from_edges","subgraph_from_edges","Subgraph","{}",1,"Subgraph -> list","[""edges""]","list","docstring","(edges)",36,"Subgraph","Subgraph",52
